id,summary,dialogue,summary_words,dialogue_words,summary_openai_prompt1,summary_grok_prompt1,summary_gemini_prompt1,summary_openai_prompt2,summary_grok_prompt2,summary_gemini_prompt2,bertscore_openai_prompt1,bertscore_openai_prompt2,bertscore_grok_prompt1,bertscore_grok_prompt2,rouge-1_openai_prompt1,rouge-2_openai_prompt1,rouge-L_openai_prompt1,rouge-1_openai_prompt2,rouge-2_openai_prompt2,rouge-L_openai_prompt2,rouge-1_grok_prompt1,rouge-2_grok_prompt1,rouge-L_grok_prompt1,rouge-1_grok_prompt2,rouge-2_grok_prompt2,rouge-L_grok_prompt2,summary_gemini_flash_prompt1,summary_gemini_flash_prompt2,g_eval_openai_prompt1,g_eval_openai_prompt2,g_eval_grok_prompt1,g_eval_grok_prompt2,g_eval_gemini_prompt1,g_eval_gemini_prompt2,g_eval_gemini_flash_prompt1,g_eval_gemini_flash_prompt2,bertscore_gemini_prompt1,bertscore_gemini_prompt2,bertscore_gemini_flash_prompt1,bertscore_gemini_flash_prompt2,meteor_grok_prompt1,meteor_grok_prompt2,meteor_openai_prompt2,meteor_openai_prompt1,meteor_gemini_prompt1,meteor_gemini_prompt2,meteor_gemini_flash_prompt2,meteor_gemini_flash_prompt1
13820547,"Nathalie, Olafur and Zoe are planning the New Year's Eve. Nathalie wants something classy. Olafur doesn't like opera. They want to go to the Breakfast at Tiffany's party in Soho.","Olafur: are we doing anything for New Year's Eve?
Nathalie: I was thinking about something classy, like opera or sth like that
Zoe: how much does it cost?
Olafur: opera is not for me
Nathalie: so what do you propose?
Nathalie: it's 100$ 
Olafur: I was thinking about partying somewhere
Nathalie: partying sounds fun, as long as it will be classy
Zoe: <file_link>
Zoe: Breakfast at Tiffany's party sounds classy
Olafur: <file_link> 
Olafur: is it classy enough?
Nathalie: :O
Nathalie: this club is AMAZING
Zoe: whoa
Nathalie: we'll going to Soho then
Olafur: we just need to hurry up and buy some tickets soon
Zoe: sure",30,106,"Olafur asks about New Year’s plans. Nathalie suggests opera ($100), but he prefers partying. They choose a classy Soho club with a Breakfast at Tiffany’s theme and agree to buy tickets.","Friends discuss New Year's Eve plans: Nathalie suggests classy opera, but Olafur prefers partying. Zoe proposes Breakfast at Tiffany's theme. They choose an amazing Soho club and agree to buy tickets soon.","Olafur, Nathalie, and Zoe are making New Year's Eve plans. After rejecting opera, they find a classy club in Soho they all love and agree to buy tickets soon.","Olafur asks New Year’s plans. Nathalie suggests $100 opera; he prefers partying. Zoe proposes ""Breakfast at Tiffany’s"" party. After a Soho club link, they choose and plan to buy tickets.","The group discusses New Year's Eve plans. Nathalie suggests opera but Olafur prefers partying. They settle on a classy ""Breakfast at Tiffany's"" themed party at an amazing club in Soho and plan to buy tickets soon.","For New Year's Eve, Nathalie, Olafur, and Zoe decide against the opera. They agree to go to a classy club in Soho that Olafur found and plan to buy tickets soon.",0.8946202993392944,0.8887090682983398,0.9115701913833618,0.9132001996040344,0.00932,0,0.00932,0.0096,0,0.0096,0.00291,0,0.00291,0.00811,0,0.00811,"The friends discussed New Year's Eve plans.  Nathalie suggested opera, but Olafur preferred partying.  Zoe found a ""Breakfast at Tiffany's"" themed party at a Soho club, which everyone enthusiastically approved.  They decided to buy tickets quickly.
","The friends are planning New Year's Eve.  Nathalie suggests opera, but Olafur prefers partying.  Zoe suggests a ""Breakfast at Tiffany's"" themed party at a classy Soho club, which everyone agrees to.  They need to buy tickets soon.
",0.7971883062461775,0.675371252934165,0.7997990609110467,0.8027020535681941,0.7948169253506489,0.7978240606834143,0.8015633599860207,0.776687224425699,0.8974281549453735,0.910489559173584,0.9046136736869812,0.9113327264785767,0.5020615334236339,0.47678786242113286,0.38649350649350644,0.3730594990766389,0.3534978728406945,0.42150940927625985,0.5912596401028277,0.4731013583302477
13682134,Javier was initially eager to have a tatoo done at Warsaw Ink but the price turned out to be too high. Javier decided to have a tatoo done in Colombia.,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx",30,73,"Javier asks for an English-speaking tattoo parlor. Judie recommends Warsaw Ink and shares her girlfriend’s tattoo photo. Price was 1000, shocking Javier, who decides to get his tattoo in Colombia.","Javier asks for English-speaking tattoo parlors. Judie recommends Warsaw Ink, shares her girlfriend's impressive tattoo photo. Upon learning it cost 1000, Javier is shocked and decides to get one in Colombia instead.","Javier asked for a tattoo parlor recommendation. Judie suggested Warsaw Ink, but Javier found the price too expensive and decided to get his tattoo in Colombia instead.","Javier asks for a tattoo parlor with English-speaking staff. Judie recommends Warsaw Ink and shares her girlfriend’s tattoo photo, which cost 1000. Sticker-shocked, Javier decides to get tattooed back in Colombia.","Javier asks for English-speaking tattoo parlors in Warsaw. Judie recommends Warsaw Ink, where her girlfriend got an amazing tattoo for 1000. Javier finds it too expensive and decides to get one in Colombia instead.","Javier asks for a tattoo parlor recommendation. Judie suggests Warsaw Ink, but after learning her girlfriend's tattoo cost 1000, Javier decides to get one in Colombia instead.",0.8895813822746277,0.8816351890563965,0.884725034236908,0.8941814303398132,0.0008,0,0.0008,0.00605,0,0.00605,0.00076,0,0.00076,0.00612,0,0.00612,"Javier asked Judie for English-speaking tattoo parlors.  Judie recommended Warsaw Ink, showing a picture of a $1000 tattoo.  The price shocked Javier, leading him to postpone his tattoo plans.
","Javier is looking for an English-speaking tattoo parlor. Judie recommends Warsaw Ink, showing Javier a picture of a 1000$ tattoo done there.  Javier decides to get a tattoo in Colombia instead.
",0.7461716136494392,0.7670072881806311,0.7595645759057075,0.755325968015073,0.4216825124813207,0.5644063226808926,0.5114834709004404,0.7298020117116703,0.9137566089630128,0.8967236876487732,0.8841010332107544,0.8989388942718506,0.3326133517261408,0.35230696627581953,0.367644389588703,0.3533909877105143,0.4213959316037736,0.3793845663265306,0.42784636488340194,0.2472942199933475
13611508,Martha likes Ophelia's lenses and wants to buy similar ones. Ophelia got them from Crazy Lenses.,"Martha: Hey, can I ask you a question?
Ophelia: Do we know each other?
Martha: We don't, but do you mind if I ask you about the lenses from your profile picture? they are awesome and I would like to buy the similar ones
Ophelia: it's from Crazy Lenses. They have quite reasonable prices and very fast shipping.
Martha: Thanks!!! I'll check them :)
Ophelia: No problem :)",16,68,Martha asks Ophelia about her profile lenses; Ophelia recommends Crazy Lenses for affordability and quick shipping.,Martha asks Ophelia about lenses in her profile picture. Ophelia recommends Crazy Lenses for reasonable prices and fast shipping. Martha thanks her.,A stranger asked Ophelia where she got her contact lenses; Ophelia recommended the store Crazy Lenses.,"Martha asks Ophelia about her profile-picture lenses; they're from Crazy Lenses, reasonably priced with fast shipping.",Martha asks stranger Ophelia about lenses in her profile picture. Ophelia recommends Crazy Lenses for reasonable prices and fast shipping.,Martha asked Ophelia where she got her contact lenses. Ophelia told her they are from Crazy Lenses.,0.9005987644195557,0.9044539928436279,0.8932265639305115,0.8953551650047302,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.01371,0,0.01371,"Martha, a stranger, complimented Ophelia's profile picture lenses, inquiring about their origin. Ophelia recommended ""Crazy Lenses"" for their affordability and quick shipping; Martha expressed gratitude.
","Martha, a stranger, complimented Ophelia's lenses in her profile picture and asked where she bought them. Ophelia recommended Crazy Lenses, praising their prices and shipping speed.
",0.6393600835047468,0.6337587648372882,0.7300775091695355,0.6477574452675907,0.4366548716756631,0.5001643018404436,0.6727650632898898,0.7505397175613844,0.9090071320533752,0.9214087724685669,0.8875513076782227,0.9078882336616516,0.2979339884101789,0.3566174118851148,0.29971150763970505,0.2814980158730158,0.3028830579850987,0.4694736842105263,0.5035577449370552,0.4041463414634146
13829744,Miranda can't make her meeting with Stephanie as she has to work. ,"Miranda: Hi S, could we cancel tomorrow's meeting?
Stephanie: again? what happened?
Miranda: I have to work :(
Stephanie: you work 20 hours a day!
Miranda: that's what young doctors do
Stephanie: they kill themselves working
Miranda: no they come close to death but survive and it makes them immortal
Stephanie: as long as you have an explanation :D",12,59,"Miranda cancels meeting for work; they joke about doctors’ exhausting, immortal workload.",Miranda cancels meeting due to work; Stephanie teases her about doctors' grueling hours.,"Miranda, a young doctor, canceled their meeting because she has to work.",Miranda cancels tomorrow's meeting for work; Stephanie jokes about young doctors' workload.,"Miranda wants to cancel tomorrow's meeting due to work. As a young doctor, she works long hours, and they joke about overworking making doctors immortal.",Miranda is canceling tomorrow's meeting with Stephanie because she has to work.,0.8638008832931519,0.8735779523849487,0.8974342942237854,0.8889280557632446,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.00818,0,0.00818,"Miranda canceled their meeting due to work commitments, prompting Stephanie's playful concern about Miranda's workload.
","Miranda cancelled tomorrow's meeting due to work commitments.  Stephanie jokingly commented on Miranda's long hours.
",0.7786604577078363,0.7864597944630961,0.7991038954568199,0.7948152395753123,0.4150386771908711,0.40290118520075524,0.7913791574527338,0.6033743307859296,0.9047662615776062,0.9454901814460754,0.9038711786270142,0.8957957029342651,0.3377407300948549,0.34104567307692313,0.17605633802816903,0.1408450704225352,0.4769141699232884,0.630952380952381,0.2940613026819924,0.2940613026819924
13864860,Kate and Jeff are downstairs in a room next to the reception. Some lady is making a marzipan cake. ,"Sam: Where are you?
Kate: downstairs
Sam: already?
Kate: sure, come down
Jeff: We're in the little room next to the reception
Kate: have you noticed the woman making a cake?
Sam: yes
Kate: did you see the cake?
Sam: I didn't pay attention, why?
Kate: there was a huge penis on it
Kate: made of marzipan or sth
Sam: hahah, really?
Kate: when I noticed it, I started laughing
Kate: so she laughed too
Sam: nice
Kate: I asked her what's she doing
Kate: Somebody ordered a cake with a huge penis with balls and chocolate hair
Sam: hahah, I must see it!
Kate: she is working in the small room under the stairs
Sam: right, there is a kitchen",19,121,"Sam asks location; Kate downstairs. Kate saw marzipan penis cake—balls, chocolate hair; laughs and invites Sam to under-stairs kitchen.","Sam asks Kate's location downstairs, where she spots a woman making an ordered cake with a huge marzipan penis, balls, and chocolate hair.","Kate tells Sam a woman is making a custom cake featuring a huge marzipan penis, much to Sam's amusement.","Sam, Kate, and Jeff wait by reception. Kate sees a baker making huge marzipan penis cake with chocolate hair.","Kate noticed a woman downstairs making a cake decorated with a huge marzipan penis, balls, and chocolate hair. Sam is amused and wants to see it.",Kate is downstairs and has seen a woman making a cake with a huge marzipan penis with chocolate hair.,0.8664383888244629,0.901723325252533,0.8880230784416199,0.8954182863235474,0.0,0,0.0,0.0,0,0.0,0.01222,0,0.01222,0.01222,0,0.01222,"Sam and Kate discover a cake with a marzipan penis in a downstairs room.  Jeff is also present. Kate's laughter prompted the baker to explain the unusual customer request.  Sam wants to see it.
","Kate and Jeff are downstairs.  A woman is making a cake with a large marzipan penis, per a customer's request. Sam wants to see it.
",0.6581693266473818,0.656243226544201,0.6329685189469174,0.7987602506883789,0.4670079738924711,0.5835689222377815,0.6410370188348791,0.3999275343562951,0.8979284167289734,0.9083553552627563,0.8820309638977051,0.9196003675460815,0.2073732718894009,0.273972602739726,0.35094339622641507,0.1643192488262911,0.276753847054005,0.23923444976076552,0.5543518777373962,0.3289473684210526
13728433,Pete will get a pear yogurt for Jen if they have it.,"Pete: What flavour yogurt did you want again? My brain is like a sieve today.
Jen: Pear but only if they've got it. Otherwise don't worry about it.
Pete: I'll have a look around. If they don't have pear can I get a different flavour?
Jen: I don't like any other flavour. If they don't have pear just don't get anything at all then.
Pete: OK.",12,66,"Pete asks yogurt flavor; Jen wants pear only, otherwise nothing. Pete agrees.","Pete asks Jen's yogurt preference: pear only, or nothing if unavailable.",Jen wants only pear yogurt and told Pete to get nothing else.,"Pete asks for yogurt flavor; Jen wants pear only; if unavailable, nothing.","Pete asks Jen's yogurt preference. She wants pear flavor only; otherwise, nothing.","Jen wants Pete to get her pear yogurt, or nothing at all.",0.8807289004325867,0.8908263444900513,0.8887929320335388,0.8870612978935242,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.00298,0,0.00298,"Pete asks Jen's yogurt preference.  Jen wants pear, otherwise nothing.
","Jen wants pear yogurt; otherwise, Pete shouldn't buy any.
",0.7595710861028702,0.7926525680315099,0.8039803944302915,0.8010178108696726,0.7431048338438437,0.784749018313651,0.800621781618992,0.786498790835058,0.8962000608444214,0.890694797039032,0.8851325511932373,0.878426194190979,0.2272727272727272,0.18656716417910452,0.26315789473684215,0.1879699248120301,0.327991452991453,0.3254877014418999,0.28615384615384615,0.1908396946564885
13864950,A sweet little black cat got into the pitch during the Everton's football match.,"Bradley: haha look a cat invaded the pitch at Goodison <file_other>
Jill: hahahaha
Julia: what a sweet little black ball of fur
Jill: here's the video :D <file_other>
Julia: haha
Bradley: and the commentary :D
Bradley: that's the best entertainment Everton fans have had all season :D",14,47,"Friends share video of a cat invading Goodison pitch, joking it's Everton fans’ highlight.","Friends laugh about a cat invading Everton's Goodison pitch, sharing videos and commentary, joking it's the season's highlight.",Friends joked that a cat invading the pitch was the best entertainment of the season.,"Friends share a video of a black cat invading Goodison, joking it's Everton's highlight.","Bradley shares a cat invading Goodison pitch. They laugh at video and commentary, joking it's Everton fans' best entertainment.","A black cat invaded the pitch at Goodison, providing the best entertainment for Everton fans.",0.879649817943573,0.8863326907157898,0.8787461519241333,0.8729333877563477,0.01106,0,0.01106,0.0,0,0.0,0.00803,0,0.00803,0.00574,0,0.00574,"A cat invaded a soccer pitch, amusing spectators and providing the best Everton game entertainment all season.
","A cat invaded the Goodison Park pitch, amusing Everton fans and commentators.
",0.7553972619727968,0.7451749519795634,0.7936045973044723,0.789772424147591,0.7161848614364948,0.7962099317102405,0.7988685454121592,0.7964424453410535,0.8820952773094177,0.9116786122322083,0.9039729833602904,0.901960551738739,0.2083333333333333,0.17857142857142858,0.3155006858710563,0.1851851851851852,0.1875,0.3920807453416149,0.189873417721519,0.1840490797546012
13819440,"Barry, Dave, Kelly, and Jake will meet around the campus at 12 to join Women's strike.","Barry: I'm gonna go march in Women's strike, anyone interested?
Jake: I am, already made plans with some friends, wanna join?
Dave: I am down too, Kelly is coming with me
Barry: Let's just meet around the campus at noon",16,40,Barry will march in Women's strike; Jake and Dave with Kelly join; meet noon on campus.,"Barry invites friends to join Women's strike march. Jake and Dave agree, with plans to meet at campus noon.","Barry, Jake, and Dave are all attending the Women's strike and agree to meet beforehand.","Barry, Jake, and Dave plan to join Women’s Strike, with Kelly, meeting on campus at noon.",Barry invites Jake and Dave to join the Women's strike march. They agree to meet at campus at noon.,"Barry, Jake, and Dave are going to the Women's strike and will meet at campus at noon.",0.9267028570175172,0.9473650455474854,0.9190244674682616,0.9241563081741333,0.00392,0,0.00392,0.00392,0,0.00392,0.00335,0,0.00335,0.0,0,0.0,"Barry's organizing a Women's March and invites Jake and Dave, who are already planning to attend with friends.  They agree to meet on campus at noon.
","Barry, Jake, and Dave plan to attend a Women's strike, meeting on campus at noon.
",0.782983881393726,0.8015900616122247,0.8003839297660591,0.799925030581192,0.444588869232464,0.7354058129415942,0.8028056561821533,0.8000946916102173,0.9222339987754822,0.9505593776702881,0.8938785791397095,0.9478269219398499,0.5002165960723912,0.5025872908405068,0.5955188679245282,0.4335947453356359,0.435679335457442,0.6011904761904762,0.5761828814460394,0.3876262626262626
13729679,"Harris' friend, Aoki, who lives in Michigan, died yesterday. Harris hasn't seen her for a few months.","Harris: How are U?
Lena: Fine, U?
Harris: Been better.
Lena: ?
Harris: My friend Aoki died yesterday.
Lena: O No!
Harris: Yeah.
Lena: What happened?
Harris: Not sure yet. Thinking the worst...
Lena: O how awful!
Harris: Yes.
Lena: You just never know.
Harris: True.
Lena: Had you seen her lately?
Harris: Not for a few months. She lives in Michigan.
Lena: Oh, that's far.
Harris: Not too far but far enough.
Lena: Right.
Harris: Got to go, mom's calling.
Lena: K bi. Feel better!
Harris: K will do",17,90,"Harris tells Lena Aoki died, cause unknown. She sympathizes. He hadn’t seen her; leaves when mom calls.","Harris tells Lena he's upset because his friend Aoki died yesterday, cause unknown; they chat briefly before he leaves.","Harris, upset about his friend Aoki’s death, tells Lena the cause is unknown; she offers sympathy.",Harris tells Lena Aoki died; cause unknown. He hadn’t seen her in months; she lived in Michigan.,"Harris informs Lena that his friend Aoki died yesterday. He's unsure of the cause and hadn't seen her recently, as she lived in Michigan.","Harris tells Lena that his friend Aoki died yesterday. The cause of death is unknown, and he fears the worst.",0.8706018328666687,0.9040656089782715,0.8738542199134827,0.9153211712837219,0.00316,0,0.00316,0.00701,0,0.00701,0.00668,0,0.00668,0.00437,0,0.00437,"Harris shares the devastating news of his friend Aoki's death.  Lena offers condolences, and Harris expresses his uncertainty regarding the cause,  before a brief conversation about distance and concluding with a hasty goodbye.
","Harris's friend Aoki died.  He's unsure of the cause and hasn't seen her in months.  He's upset and must leave.
",0.6139128560475522,0.6432665302982827,0.7596190748479827,0.7457876280655802,0.4019356342379054,0.7831465601837203,0.7916091823794305,0.663594856736154,0.8749452829360962,0.8911044597625732,0.8629229068756104,0.907192587852478,0.2006660404747673,0.5461224489795918,0.3717279297347764,0.2216796875,0.1470588235294117,0.28797975102019735,0.3896604938271605,0.1771653543307086
13731254,Carla has a day off tomorrow. She will meet Sam in Meanwood in a cafe at 2 pm.,"Sam: Are you working tomorrow?
Carla: No, it's my day off
Sam: I'm free in the afternoon, do you fancy meeting up?
Carla: Yeah, sure
Sam: Ok, great! Shall we go to Meanwood?
Carla: Ok, there's that cafe there that does the yummy cakes. Meet you at 2?
Sam: Yes - looking forward to it!
Carla: See you tom! xx",18,60,"Sam and Carla plan to meet tomorrow afternoon in Meanwood at 2, excited for cafe cakes there together.",Sam and Carla plan to meet tomorrow afternoon at 2 pm in Meanwood at a cafe with yummy cakes.,Sam and Carla arranged to meet for cake at a cafe in Meanwood tomorrow afternoon at 2 pm.,"Sam and Carla plan to meet tomorrow in Meanwood at 2 p.m., visiting a cafe famed for cakes.","Sam and Carla plan to meet tomorrow afternoon at 2pm in Meanwood, at a cafe known for its yummy cakes.","Sam and Carla are meeting at a cafe in Meanwood tomorrow at 2 PM, as it's Carla's day off.",0.9035311341285706,0.9136126041412354,0.9263370633125304,0.9185990691184998,0.00136,0,0.00136,0.00136,0,0.00136,0.01427,0,0.01427,0.00833,0,0.00833,"Sam invited Carla, who's free tomorrow, to meet at Meanwood's cafe at 2 pm.  They'll enjoy the yummy cakes.
","Carla has a day off tomorrow and agrees to meet Sam at 2 pm in Meanwood at a cafe known for its cakes.
",0.8001016092856682,0.8001397210752582,0.7998826496564113,0.8045707713307724,0.8023441893778097,0.8000951873392397,0.7701409919282008,0.762587847266128,0.9231967926025392,0.9336391091346741,0.9070621132850648,0.9519690275192261,0.4263888888888889,0.3146039603960396,0.3993801652892562,0.31775,0.5136795086543829,0.5932129173508485,0.7352941176470589,0.4312765786728717
